code,name
GOOG/SHA_603399,Jinzhou New China Dragon Molybdenum (603399)
GOOG/SHA_603766,Loncin Motor Co Ltd (603766)
GOOG/SHA_603993,China Molybdenum Luoyang Co Ltd (603993)
GOOG/SHA_900901,INESA Electron Co Ltd (900901)
GOOG/SHA_900902,Shanghai Shibei Hi-Tech Co Ltd (900902)
GOOG/SHA_900903,Dazhong Transportation (Group) Co. Ltd. (900903)
GOOG/SHA_900904,Shanghai Shenqi Pharmactcl Inv Mgt CoLtd (900904)
GOOG/SHA_900905,Lao Feng Xiang Co Ltd (900905)
GOOG/SHA_900906,Shanghai Zhongyida Co Ltd (900906)
GOOG/SHA_900907,Shanghai Dingli Technology Development (900907)
GOOG/SHA_900908,"Shanghai Chlor-Alkali Chemical Co., Ltd. (900908)"
GOOG/SHA_900909,Double Coin Holdings Ltd. (900909)
GOOG/SHA_900910,Shanghai Highly (Group) Co Ltd (900910)
GOOG/SHA_900911,Shanghai Jinqiao Export Processing Zone (900911)
GOOG/SHA_900912,Shanghai Wai Gao Qiao Free Trade Zone (900912)
GOOG/SHA_900913,Shanxi Guoxin Energy Co Ltd (900913)
GOOG/SHA_900914,Shanghai Jin Jiang Intl Indu Inv Co Ltd (900914)
GOOG/SHA_900915,Zhonglu Co Ltd (900915)
GOOG/SHA_900916,"Jinshan Development &amp; Cons. Co., Ltd. (900916)"
GOOG/SHA_900917,"Shanghai Haixin Group Co., Ltd. (900917)"
GOOG/SHA_900918,Shanghai Yaohua Pilkngtn Glass Gp Co Ltd (900918)
GOOG/SHA_900919,Shanghai Greencourt Investment Gp Co Ltd (900919)
GOOG/SHA_900920,Shanghai Diesel Engine Company Limited (900920)
GOOG/SHA_900921,"Danhua Chemical Technology Co., Ltd. (900921)"
GOOG/SHA_900922,Shanghai Sanmao Enterprise (Grp) Co Ltd (900922)
GOOG/SHA_900923,Shanghai Bailian Group Inc Company (900923)
GOOG/SHA_900924,"SGSB Group Co., Ltd. (900924)"
GOOG/SHA_900925,Shanghai Mechanical &amp; Elect. Ind. Co Ltd (900925)
GOOG/SHA_900926,Shanghai Baosight Software Co. Ltd (900926)
GOOG/SHA_900927,"Shanghai Material Trading Co., Ltd. (900927)"
GOOG/SHA_900928,Shanghai Automation Instrumentation Co. (900928)
GOOG/SHA_900929,"Shanghai Jinjiang Intl. Travel Co., Ltd (900929)"
GOOG/SHA_900930,Shanghai Potevio Co Ltd. (900930)
GOOG/SHA_900932,Shanghai Lujiazui Finance &amp; Trade Zone (900932)
GOOG/SHA_900933,Huaxin Cement Co. Ltd (900933)
GOOG/SHA_900934,Shanghai Jinjiang Int'l Hotels Devlpt. (900934)
GOOG/SHA_900935,"Shanghai Young Sun Investment Co., Ltd. (900935)"
GOOG/SHA_900936,Inner Mongolia Eerduosi Resourses Co Ltd (900936)
GOOG/SHA_900937,Huadian Energy Company Ltd. (900937)
GOOG/SHA_900938,Tianjin Marine Shipping Co. Ltd. B (900938)
GOOG/SHA_900939,Shanghai Huili Building Materials Co Ltd (900939)
GOOG/SHA_900940,Greattown Holdings Ltd (900940)
GOOG/SHA_900941,"Eastern Communication Co., Ltd. (900941)"
GOOG/SHA_900942,"Huangshan Tourism Development Co., Ltd (900942)"
GOOG/SHA_900943,Shanghai Kai Kai Industry Co Ltd (900943)
GOOG/SHA_900945,"Hainan Airlines Co., Ltd. (900945)"
GOOG/SHA_900946,Hunan Tyen Machinery Co Ltd (900946)
GOOG/SHA_900947,"Shanghai Zhenhua Port Machinery Co., Ltd (900947)"
GOOG/SHA_900948,Inner Mongolia Yitai Coal Company Ltd. (900948)
GOOG/SHA_900950,"Jiangsu Xincheng Real Estate Co., Ltd. (900950)"
GOOG/SHA_900951,Dahua Group Dalian Chemical Industry Co (900951)
GOOG/SHA_900952,"Jinzhou Port Co., Ltd. (900952)"
GOOG/SHA_900953,"KAMA CO., LTD. (900953)"
GOOG/SHA_900955,Shanghai Nine Dragon Tourism Co Ltd (900955)
GOOG/SHA_900956,Huangshi Dongbei Electrical Appliance Co (900956)
GOOG/SHA_900957,Shanghai Lingyun Industries Development (900957)
GOOG/SHE_000001,Ping An Bank Co Ltd (000001)
GOOG/SHE_000002,"China Vanke Co., Ltd. (000002)"
GOOG/SHE_000004,"Shenzhen Cau Technology Co., Ltd. (000004)"
GOOG/SHE_000005,Shenzhen Fountain Corporation (000005)
GOOG/SHE_000006,Shenzhen Zhenye Group Co Ltd (000006)
GOOG/SHE_000007,ShenZhen Zero-Seven Co Ltd (000007)
GOOG/SHE_000008,Baolilai Investment Co Ltd Guangdong (000008)
GOOG/SHE_000009,"China Baoan Group Co.,Ltd (000009)"
GOOG/SHE_000010,Beijing Shenhuaxin Co Ltd (000010)
GOOG/SHE_000011,Shenzhen Properties &amp; Resources Develop. (000011)
GOOG/SHE_000012,"CSG Holding Co., Ltd. (000012)"
GOOG/SHE_000014,Shahe Industry Co Ltd (000014)
GOOG/SHE_000016,"Konka Group Co., Ltd. (000016)"
GOOG/SHE_000018,"Shenzhen Victor Onward Textile Ind. Co., (000018)"
GOOG/SHE_000019,"Shenzhen Shenbao Industrial Co., Ltd (000019)"
GOOG/SHE_000020,"Shenzhen Zhongheng Huafa Co., Ltd. (000020)"
GOOG/SHE_000021,"Shenzhen Kaifa Technology Co., Ltd. (000021)"
GOOG/SHE_000022,Shenzhen Chiwan Wharf Holdings Ltd (000022)
GOOG/SHE_000023,Shenzhen Universe Group Co Ltd (000023)
GOOG/SHE_000024,China Merchants Property Develpmt Co Ltd (000024)
GOOG/SHE_000025,"Shenzhen Tellus Holding Co., Ltd. (000025)"
GOOG/SHE_000026,Fiyta Holdings Ltd (000026)
GOOG/SHE_000027,"Shenzhen Energy Group Co., Ltd. (000027)"
GOOG/SHE_000028,China National Accord Medicines Corp Ltd (000028)
GOOG/SHE_000029,Shenzhen Special Ecn Zn Rl Est Gr Co Ltd (000029)
GOOG/SHE_000030,FAWER Automotive Parts Ltd Co (000030)
GOOG/SHE_000031,"COFCO Property (Group) Co., Ltd. (000031)"
GOOG/SHE_000032,"Shenzhen Sed Industry Co., Ltd (000032)"
GOOG/SHE_000033,"Shenzhen Century Plaza Hotel Co., Ltd. (000033)"
GOOG/SHE_000034,"Shenzhen Shenxin Taifeng Group Co.,Ltd. (000034)"
GOOG/SHE_000035,China Kejian Company Limited (000035)
GOOG/SHE_000036,China Union Holdings Ltd (000036)
GOOG/SHE_000037,"Shenzhen Nanshan Power Co., Ltd. (000037)"
GOOG/SHE_000038,"Shenzhen Capstone Industrial Co., Ltd. (000038)"
GOOG/SHE_000039,China International Marine Cntnrs Gp Ltd (000039)
GOOG/SHE_000040,BaoAn Hongji Real Estate Group Co Ltd (000040)
GOOG/SHE_000042,Shenzhen Changcheng Investment Holding (000042)
GOOG/SHE_000043,Avic Real Estate Holding Co Ltd (000043)
GOOG/SHE_000045,"Shenzhen Textile (Holdings) Co., Ltd (000045)"
GOOG/SHE_000046,Oceanwide Real Estate Group Co Ltd (000046)
GOOG/SHE_000048,ShenZhen Kondarl Group Co Ltd (000048)
GOOG/SHE_000049,"Shenzhen Desay Battery Tech Co., Ltd. (000049)"
GOOG/SHE_000050,"Tianma Microelectronics Co., Ltd. (000050)"
GOOG/SHE_000055,"China Fangda Group Co., Ltd. (000055)"
GOOG/SHE_000056,Shenzhen International Enterprise Co Ltd (000056)
GOOG/SHE_000058,"Shenzhen Seg Co., Ltd. (000058)"
GOOG/SHE_000059,Liaoning Huajin Tongda Chemicals Co. Ltd (000059)
GOOG/SHE_000060,Shenzhen Zhongjin Lingnan Nfmt Co Ltd (000060)
GOOG/SHE_000061,"Shenzhen Agricultural Products Co., Ltd. (000061)"
GOOG/SHE_000062,"Shenzhen Huaqiang Industry Co., Ltd. (000062)"
GOOG/SHE_000065,Norinco International Co Ltd. (000065)
GOOG/SHE_000066,China Greatwall Computer Shenzhen Co. (000066)
GOOG/SHE_000068,Shenzhen Huakong Seg Co Ltd (000068)
GOOG/SHE_000069,"Shenzhen Overseas Chinese Town Co., Ltd (000069)"
GOOG/SHE_000070,"Shenzhen SDG Information Co., Ltd. (000070)"
GOOG/SHE_000078,Shenzhen Neptunus Bioengineering Co. Ltd (000078)
GOOG/SHE_000088,Shenzhen Yan Tian Port Holdings Co. Ltd. (000088)
GOOG/SHE_000089,Shenzhen Airport Company Limited (000089)
GOOG/SHE_000090,"Shenzhen Tonge (Group) Co., Ltd. (000090)"
GOOG/SHE_000096,"Shenzhen Guangju Energy Co., Ltd. (000096)"
GOOG/SHE_000099,"CITIC Offshore Helicopter Co., Ltd (000099)"
GOOG/SHE_000100,TCL Corporation (000100)
GOOG/SHE_000150,"Yihua Real Estate Co.,Ltd (000150)"
GOOG/SHE_000151,China National Complete Import &amp; Export (000151)
GOOG/SHE_000153,"Anhui Fengyuan Pharmaceutical Co., Ltd. (000153)"
GOOG/SHE_000155,Sichuan Chemical Company Ltd. (000155)
GOOG/SHE_000156,Wasu Media Holding Co Ltd (000156)
GOOG/SHE_000158,"Shijiazhuang Changshan Textile Co., Ltd. (000158)"
GOOG/SHE_000159,"Xinjiang International Industry Co., Ltd (000159)"
GOOG/SHE_000301,Jiangsu Wujiang China Eastern Silk Mkt (000301)
GOOG/SHE_000333,Midea Group Co Ltd (000333)
GOOG/SHE_000338,"Weichai Power Co., Ltd. (000338)"
GOOG/SHE_000400,"XJ Electric Co., Ltd (000400)"
GOOG/SHE_000401,"Tangshan Jidong Cement Co., Ltd. (000401)"
GOOG/SHE_000402,"Financial Street Holding Co., Ltd. (000402)"
GOOG/SHE_000404,"Huayi Compressor Co., Ltd. (000404)"
GOOG/SHE_000407,"Shandong Shengli Co., Ltd. (000407)"
GOOG/SHE_000408,JinGuyuan Holding Co Ltd (000408)
GOOG/SHE_000409,Taifu Industry Co Ltd (000409)
GOOG/SHE_000410,Shenyang Machine Tool Co. Ltd (000410)
GOOG/SHE_000413,Shijiazhuang Baoshi Electronic Glass Co (000413)
GOOG/SHE_000415,Bohai Leasing Co Ltd (000415)
GOOG/SHE_000416,"Qingdao Huaxin Industry Co.,Ltd. (000416)"
GOOG/SHE_000417,"Hefei Department Store Group Co., Ltd. (000417)"
GOOG/SHE_000418,Wuxi Little Swan Company Limited (000418)
GOOG/SHE_000419,"Changsha Tongcheng Holdings Co., Ltd. (000419)"
GOOG/SHE_000420,"Jilin Chemical Fibre Co., Ltd (000420)"
GOOG/SHE_000421,"Nanjing Zhongbei (Group) Co.,Ltd. (000421)"
GOOG/SHE_000422,"Hubei Yihua Chemical Industry Co., Ltd. (000422)"
GOOG/SHE_000423,"Shan Dong Dong-E E-Jiao Co., Ltd. (000423)"
GOOG/SHE_000425,XCMG Construction Machinery Co Ltd (000425)
GOOG/SHE_000426,Inner Mongolia Xingye Mining Co Ltd (000426)
GOOG/SHE_000428,"HUATIAN HOTEL GROUP CO.,LTD. (000428)"
GOOG/SHE_000429,Guangdong Provincial Expressway Develop. (000429)
GOOG/SHE_000488,Shandong Chenming Paper Holdings Limited (000488)
GOOG/SHE_000498,Shandong Hi-Speed Road&amp;Bridge Co Ltd (000498)
GOOG/SHE_000501,Wuhan Department Store Group Co. Ltd. (000501)
GOOG/SHE_000502,Lvjing Holding Co Ltd (000502)
GOOG/SHE_000503,Searainbow Holding Corp. (000503)
GOOG/SHE_000504,"Beijing CCID Media Investments Co., Ltd. (000504)"
GOOG/SHE_000505,"Hainan Pearl River Holdings Co., Ltd. (000505)"
GOOG/SHE_000509,Huasu Holdings Co Ltd (000509)
GOOG/SHE_000510,"Sichuan Jinlu Group Co., Ltd. (000510)"
GOOG/SHE_000511,"ShenYang Ingenious Development Co., Ltd (000511)"
GOOG/SHE_000513,Livzon Pharmaceutical Group Inc. (000513)
GOOG/SHE_000514,"Chongqing Yukaifa Co.,Ltd. (000514)"
GOOG/SHE_000516,"Xian Kaiyuan Holding Group Co., Ltd (000516)"
GOOG/SHE_000517,Rongan Property Co Ltd (000517)
GOOG/SHE_000518,"Jiangsu Sihuan Bioengineering Co., Ltd (000518)"
GOOG/SHE_000519,Hunan Jiangnan Red Arrow Co Ltd (000519)
GOOG/SHE_000520,Chang Jiang Shipping Group Phoenix Co. (000520)
GOOG/SHE_000521,"Hefei Meiling Co., Ltd. (000521)"
GOOG/SHE_000522,Guangzhou Baiyunshan Pharmaceutical Co. (000522)
GOOG/SHE_000523,"Lonkey Industrial Co., Ltd., Guangzhou (000523)"
GOOG/SHE_000524,"Guangzhou Dong Fang Hotel Co., Ltd. (000524)"
GOOG/SHE_000525,Nanjing Red Sun Co Ltd (000525)
GOOG/SHE_000526,Xiamen Insight Investment Co Ltd (000526)
GOOG/SHE_000527,GD Midea Holding Co Ltd (000527)
GOOG/SHE_000528,"Guangxi Liugong Machinery Co., Ltd. (000528)"
GOOG/SHE_000529,Guangdong Guanghong Holdings Co Ltd (000529)
GOOG/SHE_000530,"Dalian Refrigeration Co. , Ltd. (000530)"
GOOG/SHE_000531,Guangzhou Hengyun Enterprises Holding (000531)
GOOG/SHE_000532,"Leaguer Stock Co., Ltd. (000532)"
GOOG/SHE_000533,Guangdong Macro Co Ltd (000533)
GOOG/SHE_000534,Wedge Industrial Co Ltd (000534)
GOOG/SHE_000536,CPT Technology (Group) Co Ltd (000536)
GOOG/SHE_000537,"Tianjin Guangyu Development Co., Ltd (000537)"
GOOG/SHE_000539,Guangdong Electric Power Development Co. (000539)
GOOG/SHE_000541,"Foshan Electrical and Lighting Co., Ltd. (000541)"
GOOG/SHE_000543,Anhui Wenergy Company Limited (000543)
GOOG/SHE_000545,Jilin Gpro Titanium Industry CoLTD (000545)
GOOG/SHE_000546,"Jilin Guanghua Holding Group Co.,Ltd. (000546)"
GOOG/SHE_000547,"Chinascholars Group Co.,Ltd. (000547)"
GOOG/SHE_000548,"Hunan Investment Group Co., Ltd. (000548)"
GOOG/SHE_000550,"Jiangling Motors Corporation, Ltd. (000550)"
GOOG/SHE_000551,"CREATE TECHNOLOGY &amp; SCIENCE CO., LTD. (000551)"
GOOG/SHE_000552,Gansu Jngyn Coal Inds &amp; Elctr Pwr Co Ltd (000552)
GOOG/SHE_000553,"Hubei Sanonda Co., Ltd. (000553)"
GOOG/SHE_000554,Sinopec Shandong Taishan Petrolum Co Ltd (000554)
GOOG/SHE_000555,"Shenzhen Techo Telcom., Ltd. (000555)"
GOOG/SHE_000558,"Lander Real Estate Co., Ltd. (000558)"
GOOG/SHE_000559,"Wanxiang Qianchao Co., Ltd. (000559)"
GOOG/SHE_000560,"Kunming Sinobright (Group) Co.,Ltd. (000560)"
GOOG/SHE_000561,Shaanxi Fenghuo Electronics Co Ltd (000561)
GOOG/SHE_000562,"Hong Yuan Securities Co., Ltd (000562)"
GOOG/SHE_000563,"Shaanxi International Trust Co.,Ltd. (000563)"
GOOG/SHE_000564,"XI'AN MINSHENG GROUP CO., LTD. (000564)"
GOOG/SHE_000565,"Chongqing Sanxia Paints Co., Ltd (000565)"
GOOG/SHE_000566,"Hainan Haiyao Co., Ltd (000566)"
GOOG/SHE_000567,"Hainan Haide Industry Co., Ltd. (000567)"
GOOG/SHE_000568,"Lu Zhou Lao Jiao Co.,Ltd (000568)"
GOOG/SHE_000570,"Changchai Co., Ltd. (000570)"
GOOG/SHE_000571,"Sundiro Holding Co., Ltd. (000571)"
GOOG/SHE_000572,Haima Automobile Group Co Ltd (000572)
GOOG/SHE_000573,DongGuan Winnerway Industrial Zone Ltd. (000573)
GOOG/SHE_000576,The Jiangmen Sugarcane Chem. Factory (000576)
GOOG/SHE_000581,Weifu High-Technology Group Co Ltd (000581)
GOOG/SHE_000582,"Beihai Port Co., Ltd. (000582)"
GOOG/SHE_000584,Sichuan Youli Investment Holding Co Ltd (000584)
GOOG/SHE_000585,Northeast Electric Development Co Ltd (000585)
GOOG/SHE_000586,Sichuan Huiyuan Optical Communications (000586)
GOOG/SHE_000587,Goldleaf Jewelry Co Ltd (000587)
GOOG/SHE_000589,"Gui Zhou Tyre Co., Ltd. (000589)"
GOOG/SHE_000590,Unisplendour Guhan Group Corporation Ltd (000590)
GOOG/SHE_000591,"Chongqing Tong Jun Ge Co.,Ltd (000591)"
GOOG/SHE_000592,"Fujian CFC Industries Co.,Ltd. (000592)"
GOOG/SHE_000593,"Sichuan Datong Gas Development Co., Ltd. (000593)"
GOOG/SHE_000594,Tianjin Good Hand Railway Holding Co Ltd (000594)
GOOG/SHE_000595,"Xibei Bearing Co.,Ltd. (000595)"
GOOG/SHE_000596,Anhui Gujing Distillery Company Limited (000596)
GOOG/SHE_000597,"Northeast Pharmaceutical Group Co,Ltd (000597)"
GOOG/SHE_000598,Chengdu Xingrong Investment Co Ltd (000598)
GOOG/SHE_000599,"Qingdao Doublestar Co., Ltd (000599)"
GOOG/SHE_000600,"Jointo Energy Investment Co.,Ltd. Hebei (000600)"
GOOG/SHE_000601,"Guangdong Shaoneng Group Co., Ltd. (000601)"
GOOG/SHE_000602,Guangdong Golden Horse Tourism Grp Stock (000602)
GOOG/SHE_000603,Shengda Mining Co Ltd (000603)
GOOG/SHE_000605,Sihuan Pharmaceutical Co Ltd (000605)
GOOG/SHE_000606,Qinghai Gelatin Company Limited (000606)
GOOG/SHE_000607,Huazhi Holding (Zhejiang) Co Ltd (000607)
GOOG/SHE_000608,Yang Guang Co Ltd (000608)
GOOG/SHE_000609,Beijing Mainstreets Invst. Group Corp. (000609)
GOOG/SHE_000610,Xi'an Tourism Co Ltd (000610)
GOOG/SHE_000611,Inner Mongolia Sihai Technology Co Ltd (000611)
GOOG/SHE_000612,"JiaoZuo WanFang Alum. Manufac. Co.,Ltd. (000612)"
GOOG/SHE_000613,"Hainan Dadonghai Tourism Centre Co., Ltd (000613)"
GOOG/SHE_000615,"Hubei Golden Ring Co., Ltd. (000615)"
GOOG/SHE_000616,Yeland Group Co Ltd (000616)
GOOG/SHE_000617,"Jinan Diesel Engine Co., Ltd (000617)"
GOOG/SHE_000619,"Wuhu Conch Profiles and Science Co., Ltd (000619)"
GOOG/SHE_000620,Macrolink Real Estate Co Ltd (000620)
GOOG/SHE_000623,Jilin Aodong Medicine Industry Group Co. (000623)
GOOG/SHE_000625,Chongqing Changan Automobile Company Ltd (000625)
GOOG/SHE_000626,"Lianyungang Ideal Group Co., Ltd (000626)"
GOOG/SHE_000627,"Hubei Biocause Pharmaceutical Co.,Ltd (000627)"
GOOG/SHE_000628,Chengdu Hi-Tech Development Co. Ltd. (000628)
GOOG/SHE_000629,Pangang Group Vndm Tm &amp; Res Co Ltd (000629)
GOOG/SHE_000630,Tongling Nonferrous Metals Group Co Ltd (000630)
GOOG/SHE_000631,Shunfa Hengye Corp (000631)
GOOG/SHE_000632,"Fujian Sanmu Group Co., Ltd. (000632)"
GOOG/SHE_000633,"Shenyang Hejin Holding Co., Ltd. (000633)"
GOOG/SHE_000635,Ningxia Younglight Chemicals Co Ltd (000635)
GOOG/SHE_000636,Guangdong Fenghua Adv. Tech. (Hldg) Co (000636)
GOOG/SHE_000637,"Maoming Petro-Chemical Shihua Co., Ltd. (000637)"
GOOG/SHE_000638,Vanfund Urban Investment&amp;Dev Co Ltd (000638)
GOOG/SHE_000639,Xiwang Foodstuffs Co Ltd (000639)
GOOG/SHE_000650,"Renhe Pharmacy Co., Ltd. (000650)"
GOOG/SHE_000651,Gree Electric Appliances Inc of Zhuhai (000651)
GOOG/SHE_000652,Tianjin Ecnomc-technlgcl Dev Area Co Ltd (000652)
GOOG/SHE_000655,"Shandong Jinling Mining Co., Ltd. (000655)"
GOOG/SHE_000656,Jinke Property Group Co Ltd (000656)
GOOG/SHE_000657,China Tungsten and Hightech Mtrls Co Ltd (000657)
GOOG/SHE_000661,Changchun High &amp; New Tech Industry Inc (000661)
GOOG/SHE_000662,"Softto Co., Ltd (000662)"
GOOG/SHE_000663,Fujian Yongan Forestry (Grp) Joint-Stock (000663)
GOOG/SHE_000665,Hubei Radio and Tlvsn Infrn Ntwrk Co Ltd (000665)
GOOG/SHE_000666,Jingwei Textile Machinery Company Ltd (000666)
GOOG/SHE_000667,Milord Real Estate Development Gp Co Ltd (000667)
GOOG/SHE_000668,"RONGFENG HOLDING GROUP CO.,LTD. (000668)"
GOOG/SHE_000669,PetroChina Jinhong Energy Invstmt Co Ltd (000669)
GOOG/SHE_000670,Sunyoung Industry Development Co Ltd (000670)
GOOG/SHE_000671,Yango Group Co Ltd (000671)
GOOG/SHE_000672,Gansu Shangfeng Cement Co Ltd (000672)
GOOG/SHE_000673,Contemporary Eastern Investment Co Ltd (000673)
GOOG/SHE_000676,"Henan Star Hi-Tech Co., Ltd. (000676)"
GOOG/SHE_000677,CHTC Helon Co Ltd (000677)
GOOG/SHE_000678,Xiangyang Automobile Bearing Company Ltd (000678)
GOOG/SHE_000679,"Dalian Friendship (Group) Co., Ltd. (000679)"
GOOG/SHE_000680,"Shantui Construction Machinery Co., Ltd. (000680)"
GOOG/SHE_000681,"Far East Industrial Stock Co., Ltd. (000681)"
GOOG/SHE_000682,Dongfang Electronics Co Ltd (000682)
GOOG/SHE_000683,Inner Mongolia Yuan Xing Energy Co Ltd (000683)
GOOG/SHE_000686,Northeast Securities Co Ltd (000686)
GOOG/SHE_000687,Swan Fiber Co Ltd (000687)
GOOG/SHE_000688,Jianxin Mining Co Ltd (000688)
GOOG/SHE_000690,"Guangdong Baolihua New Energy Stock Co., (000690)"
GOOG/SHE_000691,Hainan Yatai Industrial Develpmnt Co Ltd (000691)
GOOG/SHE_000692,"Shenyang Huitian Thermal Power Co., Ltd. (000692)"
GOOG/SHE_000695,"Tianjin Binhai Energy &amp; Devel. Co., Ltd (000695)"
GOOG/SHE_000697,Shaanxi Ligeance Mineral Res Co Ltd (000697)
GOOG/SHE_000698,"Shenyang Chemical Industry Co., Ltd (000698)"
GOOG/SHE_000700,Jiangnan Mould &amp; Plastic Tech Co Ltd (000700)
GOOG/SHE_000701,Xiamen Xinde Co Ltd. (000701)
GOOG/SHE_000702,Hunan Zhenghong Science &amp; Technology (000702)
GOOG/SHE_000703,Hengyi Petrochemical Co Ltd (000703)
GOOG/SHE_000707,Hubei Shuanghuan Science &amp;Tech. Stock Co (000707)
GOOG/SHE_000708,"Daye Special Steel Co., Ltd (000708)"
GOOG/SHE_000709,Hebei Iron And Steel Co Ltd (000709)
GOOG/SHE_000710,Chengdu Tianxing Instrument &amp; Meter Co. (000710)
GOOG/SHE_000711,Heilongjiang Tianlun Real Estate Dev Co (000711)
GOOG/SHE_000712,Guangdong Golden Dragon Development Inc. (000712)
GOOG/SHE_000713,"Hefei Fengle Seed Co.,Ltd (000713)"
GOOG/SHE_000715,Citic Devel.-Shenyang Commercial Bldg Co (000715)
GOOG/SHE_000716,Nanfang Black Sesame Group Co Ltd (000716)
GOOG/SHE_000717,"SGIS Songshan Co., Ltd (000717)"
GOOG/SHE_000718,"Suning Universal Co., Ltd. (000718)"
GOOG/SHE_000719,Central China Land Media Co Ltd (000719)
GOOG/SHE_000720,Shandong Xinneng Taishn Pwr Gnrtn Co Ltd (000720)
GOOG/SHE_000721,"Xi'an Catering Co., Ltd. (000721)"
GOOG/SHE_000722,Hunan Fazhan Industrial Co Ltd (000722)
GOOG/SHE_000723,"Shanxi Meijin Energy Co., Ltd. (000723)"
GOOG/SHE_000725,BOE Technology Group Co. Ltd (000725)
GOOG/SHE_000726,"Lu Thai Textile Co., Ltd. (000726)"
GOOG/SHE_000727,Nanjing Huadong Elect.Info &amp; Tech Co Ltd (000727)
GOOG/SHE_000728,Guoyuan Securities Company Limited (000728)
GOOG/SHE_000729,"Beijing Yanjing Brewery Co., Ltd. (000729)"
GOOG/SHE_000731,"Sichuan Meifeng Chemical Ind. Co., Ltd. (000731)"
GOOG/SHE_000732,Thaihot Group Co Ltd (000732)
GOOG/SHE_000733,China Zhenhua (Group) Science &amp; Tech. (000733)
GOOG/SHE_000735,Luoniushan Co Ltd (000735)
GOOG/SHE_000736,Cred-Chongshi Real Estate Corp Ltd (000736)
GOOG/SHE_000737,"Nafine Chemical Industry Group Co.,Ltd (000737)"
GOOG/SHE_000738,AVIC Aero Engine Controls Co Ltd (000738)
GOOG/SHE_000739,Apeloa Pharmaceutical Co Ltd (000739)
GOOG/SHE_000748,"Greatwall Information Industry Co., Ltd (000748)"
GOOG/SHE_000750,Sealand Securities Co Ltd (000750)
GOOG/SHE_000751,"Huludao Zinc Industry Co., Ltd. (000751)"
GOOG/SHE_000752,Tibet Galaxy Science &amp; Tech Dvlp Co Ltd (000752)
GOOG/SHE_000753,"Fujian Zhangzhou Development Co., Ltd. (000753)"
GOOG/SHE_000755,"Shanxi Sanwei Group Co.,Ltd (000755)"
GOOG/SHE_000756,Shandong Xinhua Pharmaceutical Co (000756)
GOOG/SHE_000757,Sichuan Haowu Electromechanical Co Ltd (000757)
GOOG/SHE_000758,China Nonferrous Metal Ind. FE &amp; Const. (000758)
GOOG/SHE_000760,"Hubei Bothwin Investment Co.,Ltd (000760)"
GOOG/SHE_000761,"Bengang Steel Plates Co., Ltd. (000761)"
GOOG/SHE_000762,"Tibet Mineral Development Co., Ltd (000762)"
GOOG/SHE_000766,Tonghua Golden-Horse Pharm. Industry Co. (000766)
GOOG/SHE_000767,Shanxi Zhangze Electric Power Co Ltd (000767)
GOOG/SHE_000768,AVIC Aircraft Co Ltd (000768)
GOOG/SHE_000776,GF Securities Co Ltd (000776)
GOOG/SHE_000777,"SUFA Technology Industry Co., Ltd., CNNC (000777)"
GOOG/SHE_000778,"Xinxing Ductile Iron Pipes Co., Ltd. (000778)"
GOOG/SHE_000779,"Lanzhou Sanmao Industrial Co., Ltd. (000779)"
GOOG/SHE_000780,Inner Mongolia PingZhuang Eng. Resources (000780)
GOOG/SHE_000782,"Guangdong Xinhui Meida Nylon Co., Ltd. (000782)"
GOOG/SHE_000783,Changjiang Securities Company Limited (000783)
GOOG/SHE_000785,"Wuhan Zhongnan Commercial Group Co., Ltd (000785)"
GOOG/SHE_000786,Beijing New Building Materials PLC (000786)
GOOG/SHE_000788,PKU Intl Healthcare Gp SW Pharm Co Ltd (000788)
GOOG/SHE_000789,"Jiangxi Wannianqing Cement Co., Ltd (000789)"
GOOG/SHE_000790,Chengdu Huasun Group Inc Ltd (000790)
GOOG/SHE_000791,GEPIC Energy Development Co Ltd (000791)
GOOG/SHE_000792,Qinghai Salt Lake Potash Company Limited (000792)
GOOG/SHE_000793,Huawen Media Investment Corp. (000793)
GOOG/SHE_000795,Taiyuan Twin Tower Aluminium Oxide Co. (000795)
GOOG/SHE_000796,E-Food Group Co Ltd (000796)
GOOG/SHE_000797,"China Wuyi Co., Ltd. (000797)"
GOOG/SHE_000798,"CNFC Overseas Fishery Co., Ltd (000798)"
GOOG/SHE_000799,"Jiugui Liquor Co., Ltd. (000799)"
GOOG/SHE_000800,"Faw Car Co., Ltd. (000800)"
GOOG/SHE_000801,Sichuan Jiuzhou Electronic Co Ltd (000801)
GOOG/SHE_000802,Beijing Jingxi Tourism Development Co. (000802)
GOOG/SHE_000803,Si Chuan Jinyu Automobile City Gp Co Ltd (000803)
GOOG/SHE_000806,Beihai Yinhe Industry Investment Co Ltd (000806)
GOOG/SHE_000809,Tieling Newcity Investment Holding Ltd (000809)
GOOG/SHE_000810,"China Resources Jinhua Co.,Ltd. (000810)"
GOOG/SHE_000811,"Yantai Moon Co., Ltd (000811)"
GOOG/SHE_000812,Shaanxi Jinye Sci Tech &amp; Education Co. (000812)
GOOG/SHE_000813,Xinjiang Tianshan Wool Tex Stock Co Ltd. (000813)
GOOG/SHE_000815,"MCC Meili Paper Industry Co., Ltd. (000815)"
GOOG/SHE_000816,"Jiangsu Jianghuai Engine Co., Ltd. (000816)"
GOOG/SHE_000818,Fangda Jinhua Chemical Technology Co Ltd (000818)
